model,dimension_mode,L,coupling_id,observable,mean,stderr,tau_int,seed,formal_n,n_eff,transverse_weight,t_axis_weight,projection_ratio,proxy_kind,mass_like,lambda_like,schedule_mode,schedule_source,update_kernel,proposal_scale_final,metro_hits,measure_stride,site_order,surface_id,topology_proxy_kind,surface_selector
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,xi_over_L,0.0847051318,0.0336703360,0.6950399880,5249,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,susceptibility,0.3150384932,0.0362884851,0.6950399880,5249,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,structure_factor_kmin,0.2541857752,0.0157961798,0.6950399880,5249,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,magnetization_abs,1.3394005848,0.0075829508,0.6950399880,5249,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,acceptance_rate,0.5487239583,0.0012654244,0.5000000000,5249,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,binder,0.6639639116,0.0004322369,0.8720547404,5511,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,xi_over_L,0.0709883899,0.0420986954,0.8720547404,5511,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,susceptibility,0.3705011754,0.0641986863,0.8720547404,5511,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,structure_factor_kmin,0.3163127985,0.0204570042,0.8720547404,5511,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,magnetization_abs,1.3270302554,0.0073689937,0.8720547404,5511,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.150,acceptance_rate,0.4870750000,0.0012476246,0.5000000000,5511,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.150000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.770849,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,binder,0.6607392433,0.0005996781,0.5000000000,5037,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.679958,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,xi_over_L,0.0562848607,0.0340834640,0.5000000000,5037,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.679958,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,susceptibility,0.2719784749,0.0317649110,0.5000000000,5037,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.679958,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,structure_factor_kmin,0.2469159489,0.0130964301,0.5000000000,5037,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.679958,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,magnetization_abs,1.2961847060,0.0079678754,0.5000000000,5037,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.679958,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,acceptance_rate,0.5249652778,0.0018391250,0.5000000000,5037,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.679958,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,binder,0.6619386695,0.0005636788,0.8090593841,5299,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,xi_over_L,0.0849897328,0.0353622335,0.8090593841,5299,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,susceptibility,0.3857032095,0.0506600267,0.8090593841,5299,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,structure_factor_kmin,0.3107968307,0.0204641770,0.8090593841,5299,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,magnetization_abs,1.2907932381,0.0090524963,0.8090593841,5299,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,acceptance_rate,0.5160872396,0.0012171214,0.5000000000,5299,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,binder,0.6638348435,0.0001745169,0.5000000000,5561,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,xi_over_L,0.0845083021,0.0206356850,0.5000000000,5561,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,susceptibility,0.3606620551,0.0222473438,0.5000000000,5561,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,structure_factor_kmin,0.2902057986,0.0237948230,0.5000000000,5561,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,magnetization_abs,1.2970241900,0.0055052462,0.5000000000,5561,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.000_lam1.200,acceptance_rate,0.5183625000,0.0012647927,0.5000000000,5561,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.000000,1.200000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,binder,0.6615645464,0.0006836177,0.5000000000,4892,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.755509,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,xi_over_L,0.0418183189,0.0346591884,0.5000000000,4892,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.755509,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,susceptibility,0.2744361534,0.0348502939,0.5000000000,4892,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.755509,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,structure_factor_kmin,0.2598751787,0.0136018063,0.5000000000,4892,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.755509,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,magnetization_abs,1.3868614561,0.0080037945,0.5000000000,4892,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.755509,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,6,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,acceptance_rate,0.4928935185,0.0020832860,0.5000000000,4892,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.755509,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,binder,0.6626103366,0.0005080897,0.7170801137,5154,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,xi_over_L,0.1292939273,0.0250020464,0.7170801137,5154,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,susceptibility,0.3898426648,0.0496727535,0.7170801137,5154,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,structure_factor_kmin,0.2502547381,0.0152019040,0.7170801137,5154,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,magnetization_abs,1.3910727753,0.0085680117,0.7170801137,5154,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,8,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,acceptance_rate,0.5491861979,0.0015794516,0.5000000000,5154,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.630694,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,binder,0.6645760442,0.0002195797,0.5706318138,5416,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,xi_over_L,0.0639058124,0.0336623477,0.5706318138,5416,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,susceptibility,0.3098742317,0.0297021120,0.5706318138,5416,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,structure_factor_kmin,0.2720978348,0.0199497948,0.5706318138,5416,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,magnetization_abs,1.4006376391,0.0054514526,0.5706318138,5416,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_direct_phi4_metropolis,fractional_proxy,10,n2.78_direct_rg_invariant::n2.78_m1.050_lam1.050,acceptance_rate,0.5162166667,0.0012424525,0.5000000000,5416,2.780000,1.780000,0.890000,0.000000,0.000000,t_projected_direct,1.050000,1.050000,shared,explicit_grid,adaptive_shuffled_multihit_metropolis,0.700772,4,5,shuffled,n2.78_direct_rg_invariant,t_projected_direct,rg_invariant
t_projected_fractional_phi4_metropolis,fractional_proxy,6,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,binder,0.1311446715,0.0885572648,0.6604957768,5737,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,6,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,xi_over_L,0.0000000000,0.0049444702,0.6604957768,5737,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,6,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,susceptibility,0.0885614037,0.0094958899,0.6604957768,5737,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,6,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,structure_factor_kmin,0.1317865508,0.0161650749,0.6604957768,5737,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,6,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,magnetization_abs,0.0166645638,0.0012453673,0.6604957768,5737,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,6,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,acceptance_rate,0.4881944444,0.0034243720,0.5000000000,5737,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,8,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,binder,-0.0645212920,0.1407412011,1.5084311410,5999,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,8,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,xi_over_L,0.0357254562,0.0443473460,1.5084311410,5999,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,8,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,susceptibility,0.1364758805,0.0329753857,1.5084311410,5999,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,8,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,structure_factor_kmin,0.1309013415,0.0204994696,1.5084311410,5999,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,8,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,magnetization_abs,0.0131746359,0.0017023924,1.5084311410,5999,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,8,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,acceptance_rate,0.4879231771,0.0020936045,0.5000000000,5999,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,10,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,binder,0.1362073245,0.0927399594,1.3021475826,6261,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,10,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,xi_over_L,0.0000000000,0.0351693509,1.3021475826,6261,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,10,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,susceptibility,0.1384088824,0.0227037350,1.3021475826,6261,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,10,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,structure_factor_kmin,0.1428243361,0.0139655501,1.3021475826,6261,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,10,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,magnetization_abs,0.0094955798,0.0010532248,1.3021475826,6261,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,10,n2.78_embedding_crossing::n2.78_m10.000_lam1.000,acceptance_rate,0.4897166667,0.0014419283,0.5000000000,6261,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,10.000000,1.000000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,6,n2.78_embedding_crossing::n2.78_m12.000_lam0.500,binder,-0.1338975012,0.1846037617,1.7137479005,5437,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,12.000000,0.500000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
t_projected_fractional_phi4_metropolis,fractional_proxy,6,n2.78_embedding_crossing::n2.78_m12.000_lam0.500,xi_over_L,0.0000000000,0.0290526258,1.7137479005,5437,2.780000,1.780000,0.890000,0.050000,0.056180,t_projected_fractional_embedding,12.000000,0.500000,shared,explicit_grid,single_hit_fixed_order_metropolis,0.650000,1,1,fixed,n2.78_embedding_crossing,t_projected_fractional_embedding,crossing
