formal_n,sizes,mass_like,lambda_like,t_regulator,proxy_kind,eta_proxy,eta_anchor_de2,gamma_phi_proxy_de2,status_de2,score_de2,eta_anchor_lpa,gamma_phi_proxy_lpa,status_lpa,xi_values,xi_window_pass,susceptibility_values
2.900000,"4,6,8",0.400000,0.650000,0.000000,t_projected_direct,2.2660377877,0.0250000000,,out_of_anchor_band,2.2410377877,0.0150000000,,out_of_anchor_band,0.0902188735|0.0000000000|0.0000000000,True,0.1402059393|0.1242773742|0.1165623302
3.000000,"4,6,8",0.250000,0.500000,0.000000,t_projected_direct,2.2822033857,0.0190000000,,out_of_anchor_band,2.2632033857,0.0130000000,,out_of_anchor_band,0.0828325285|0.0618279747|0.0216265480,True,0.1544236508|0.1544611858|0.1230650249
2.900000,"4,6,8",0.450000,0.650000,0.000000,t_projected_direct,2.2906066702,0.0250000000,,out_of_anchor_band,2.2656066702,0.0150000000,,out_of_anchor_band,0.1043798160|0.0550608186|0.0000000000,True,0.1316462095|0.1426957547|0.1058311473
3.000000,"4,6,8",0.350000,1.000000,0.000000,t_projected_direct,2.3014512036,0.0190000000,,out_of_anchor_band,2.2824512036,0.0130000000,,out_of_anchor_band,0.1623877693|0.0000000000|0.0408558713,True,0.2181582908|0.1681259569|0.1793677249
3.000000,"4,6,8",0.350000,0.650000,0.000000,t_projected_direct,2.3273265702,0.0190000000,,out_of_anchor_band,2.3083265702,0.0130000000,,out_of_anchor_band,0.1302931437|0.0000000000|0.0000000000,True,0.1686368899|0.1439177872|0.1349416600
3.000000,"4,6,8",0.250000,1.000000,0.000000,t_projected_direct,2.3307280182,0.0190000000,,out_of_anchor_band,2.3117280182,0.0130000000,,out_of_anchor_band,0.1034859656|0.0000000000|0.0000000000,True,0.1771025230|0.1067368675|0.1402855205
3.000000,"4,6,8",0.500000,0.250000,0.000000,t_projected_direct,2.3315289603,0.0190000000,,out_of_anchor_band,2.3125289603,0.0130000000,,out_of_anchor_band,0.1250641453|0.0911026820|0.0000000000,True,0.1693930173|0.1522463943|0.1323004899
3.000000,"4,6,8",0.600000,0.350000,0.000000,t_projected_direct,2.3348403387,0.0190000000,,out_of_anchor_band,2.3158403387,0.0130000000,,out_of_anchor_band,0.1142232737|0.0839145508|0.0000000000,True,0.1585770734|0.1506506222|0.1251711258
3.000000,"4,6,8",0.800000,1.000000,0.000000,t_projected_direct,2.3508569797,0.0190000000,,out_of_anchor_band,2.3318569797,0.0130000000,,out_of_anchor_band,0.1143943208|0.1261299058|0.0000000000,True,0.2170761167|0.2379618888|0.1749654500
3.000000,"4,6,8",0.500000,0.750000,0.000000,t_projected_direct,2.3727631377,0.0190000000,,out_of_anchor_band,2.3537631377,0.0130000000,,out_of_anchor_band,0.1166050880|0.0000000000|0.0000000000,True,0.1765312767|0.1115954298|0.1285623526
3.000000,"4,6,8",0.200000,0.500000,0.000000,t_projected_direct,2.3777488216,0.0190000000,,out_of_anchor_band,2.3587488216,0.0130000000,,out_of_anchor_band,0.0710339908|0.0489508814|0.0000000000,True,0.1451736046|0.1495545347|0.1048767071
3.000000,"4,6,8",0.800000,0.250000,0.000000,t_projected_direct,2.3998452684,0.0190000000,,out_of_anchor_band,2.3808452684,0.0130000000,,out_of_anchor_band,0.1036231383|0.1253739685|0.0253043458,True,0.1916284817|0.4021578638|0.1388745240
2.900000,"4,6,8",0.200000,0.350000,0.000000,t_projected_direct,2.4121946927,0.0250000000,,out_of_anchor_band,2.3871946927,0.0150000000,,out_of_anchor_band,0.0901303885|0.1344065401|0.0591481145,True,0.1362113988|0.1720869399|0.1050016884
3.000000,"4,6,8",0.450000,0.500000,0.000000,t_projected_direct,2.4166988297,0.0190000000,,out_of_anchor_band,2.3976988297,0.0130000000,,out_of_anchor_band,0.1193825609|0.1663841384|0.0000000000,True,0.1478062862|0.2318496519|0.1298876836
3.000000,"4,6,8",0.500000,0.650000,0.000000,t_projected_direct,2.4562847950,0.0190000000,,out_of_anchor_band,2.4372847950,0.0130000000,,out_of_anchor_band,0.0638387615|0.0659158315|0.0000000000,True,0.1611182624|0.1705788663|0.1112942348
3.000000,"4,6,8",0.200000,0.650000,0.000000,t_projected_direct,2.4589368070,0.0190000000,,out_of_anchor_band,2.4399368070,0.0130000000,,out_of_anchor_band,0.1151097039|0.0000000000|0.0000000000,True,0.1368244280|0.0813047714|0.1062961919
2.900000,"4,6,8",0.250000,0.500000,0.000000,t_projected_direct,2.5371416106,0.0250000000,,out_of_anchor_band,2.5121416106,0.0150000000,,out_of_anchor_band,0.1123103226|0.0000000000|0.0000000000,True,0.1336256160|0.1020840443|0.0908199875
3.000000,"4,6,8",0.400000,0.350000,0.000000,t_projected_direct,2.5435167551,0.0190000000,,out_of_anchor_band,2.5245167551,0.0130000000,,out_of_anchor_band,0.0683458061|0.1343803201|0.0000000000,True,0.1265006804|0.1758667443|0.0815477017
3.000000,"4,6,8",0.250000,0.750000,0.000000,t_projected_direct,2.5570872282,0.0190000000,,out_of_anchor_band,2.5380872282,0.0130000000,,out_of_anchor_band,0.1707332803|0.0000000000|0.0000000000,True,0.2143197965|0.1115615060|0.1360157612
3.000000,"4,6,8",0.400000,1.000000,0.000000,t_projected_direct,2.6027768416,0.0190000000,,out_of_anchor_band,2.5837768416,0.0130000000,,out_of_anchor_band,0.1286586932|0.0000000000|0.0997218268,True,0.2115211548|0.1036738873|0.2654856402
2.900000,"4,6,8",0.300000,0.250000,0.000000,t_projected_direct,2.6443876464,0.0250000000,,out_of_anchor_band,2.6193876464,0.0150000000,,out_of_anchor_band,0.1461409364|0.0000000000|0.0000000000,True,0.1532682378|0.0835779057|0.0945596062
