instance_id,t_gini,early_t_gini,success,issue_length,diff_size,test_size,repo
scikit-learn__scikit-learn-25747,0.31450604641699265,0.2947084638227573,0.0,6147,746,1656,scikit-learn/scikit-learn
sphinx-doc__sphinx-10325,0.3912501178026624,0.23934670728255858,0.0,1132,1474,2645,sphinx-doc/sphinx
sphinx-doc__sphinx-10451,0.4709440217360634,0.5375422276710187,0.0,1662,1614,7253,sphinx-doc/sphinx
sphinx-doc__sphinx-11445,0.37594362562021044,0.40836955090214677,0.0,1791,1508,3209,sphinx-doc/sphinx
sphinx-doc__sphinx-7686,0.2943011162002529,0.362793267282973,0.0,1327,2888,5214,sphinx-doc/sphinx
sphinx-doc__sphinx-7738,0.36510925114314174,0.3671031917045584,0.0,1070,563,1012,sphinx-doc/sphinx
sphinx-doc__sphinx-7975,0.34154907206742946,0.2882678238528662,0.0,487,1713,1155,sphinx-doc/sphinx
sphinx-doc__sphinx-8273,0.20020616297608096,0.1745035925388454,0.0,1046,1454,628,sphinx-doc/sphinx
sphinx-doc__sphinx-8282,0.4038094601064579,0.18125321998969612,0.0,817,1737,1642,sphinx-doc/sphinx
sphinx-doc__sphinx-8435,0.4516079147153602,0.3818584627669501,0.0,870,1289,2541,sphinx-doc/sphinx
sphinx-doc__sphinx-8474,0.2875409067102195,0.364052189811352,0.0,555,667,2489,sphinx-doc/sphinx
sphinx-doc__sphinx-8506,0.3751066657914601,0.2576298844491487,0.0,1181,933,1387,sphinx-doc/sphinx
sphinx-doc__sphinx-8595,0.4926298877936015,0.2395442185679142,0.0,676,625,1328,sphinx-doc/sphinx
sphinx-doc__sphinx-8627,0.3015149911816577,0.3862392802651655,0.0,1358,1113,896,sphinx-doc/sphinx
sphinx-doc__sphinx-8713,0.470555128799921,0.43132154006243506,1.0,1868,954,1064,sphinx-doc/sphinx
sphinx-doc__sphinx-8721,0.3957743700501386,0.3758799075599002,0.0,562,573,902,sphinx-doc/sphinx
sphinx-doc__sphinx-8801,0.461777015478829,0.4796457218155774,0.0,897,2137,2971,sphinx-doc/sphinx
sympy__sympy-11400,0.2707217167675873,0.2707042460988729,0.0,318,898,1159,sympy/sympy
